section_id,report_id,year,section_index,heading,all_headings_same_start,heading_sources,theme,start_pdf_page,end_pdf_page,word_count,section_text_path
R2022_S032,R2022,2022,32,Säker vård och omsorg,Säker vård och omsorg | Sammanfattande iakttagelser,toc,ovrigt,85,85,410,data/corpus_2026/texts/sections/2022/R2022_S032_saker-vard-och-omsorg.txt
R2022_S033,R2022,2022,33,Öka kunskap om inträffade vårdskador,Öka kunskap om inträffade vårdskador,toc,lakemedel_och_patientsakerhet,86,91,2252,data/corpus_2026/texts/sections/2022/R2022_S033_oka-kunskap-om-intraffade-vardskador.txt
R2022_S034,R2022,2022,34,Säkrare vård och omsorg Under covid-19-pandemin har mycket fokus hamnat på den kommunala hälso- och sjukvårdens viktiga roll i sjukvårdssystemet. Den kommunala vår- den omfattar allt fler äldre med komplexa vårdbehov. Idag har närmare,Säkrare vård och omsorg Under covid-19-pandemin har mycket fokus hamnat på den kommunala hälso- och sjukvårdens viktiga roll i sjukvårdssystemet. Den kommunala vår- den omfattar allt fler äldre med komplexa vårdbehov. Idag har närmare,toc,kommunal_halso_och_sjukvard,92,94,1238,data/corpus_2026/texts/sections/2022/R2022_S034_sakrare-vard-och-omsorg-under-covid-19-pandemin-ha.txt
R2022_S035,R2022,2022,35,Tillförlitliga och säkra system och processer,Tillförlitliga och säkra system och processer,toc,ovrigt,95,96,612,data/corpus_2026/texts/sections/2022/R2022_S035_tillforlitliga-och-sakra-system-och-processer.txt
R2022_S036,R2022,2022,36,Säker vård här och nu,"Säker vård här och nu | Stärka analys, lärande och utveckling",toc,ovrigt,97,101,2050,data/corpus_2026/texts/sections/2022/R2022_S036_saker-vard-har-och-nu.txt
R2022_S037,R2022,2022,37,Öka riskmedvetenhet och beredskap,Öka riskmedvetenhet och beredskap,toc,ovrigt,102,102,300,data/corpus_2026/texts/sections/2022/R2022_S037_oka-riskmedvetenhet-och-beredskap.txt
R2022_S038,R2022,2022,38,Sammanfattande iakttagelser,Allmänhetens förtroende för äldreomsorgen | Sammanfattande iakttagelser | Tillgänglig vård och omsorg,toc,jamlikhet_och_minoritetsperspektiv,103,103,405,data/corpus_2026/texts/sections/2022/R2022_S038_sammanfattande-iakttagelser.txt
R2022_S039,R2022,2022,39,Socialtjänstinsatser för äldre personer,Socialtjänstinsatser för äldre personer,toc,omsorgsinsatser_och_boende,104,113,3773,data/corpus_2026/texts/sections/2022/R2022_S039_socialtjanstinsatser-for-aldre-personer.txt
R2022_S040,R2022,2022,40,Boendesituationen för äldre,Boendesituationen för äldre,toc,ovrigt,114,114,392,data/corpus_2026/texts/sections/2022/R2022_S040_boendesituationen-for-aldre.txt
R2022_S041,R2022,2022,41,E-hälsa och välfärdsteknik i äldreomsorgen,E-hälsa och välfärdsteknik i äldreomsorgen,toc,digitalisering_och_valfardsteknik,115,121,2639,data/corpus_2026/texts/sections/2022/R2022_S041_e-halsa-och-valfardsteknik-i-aldreomsorgen.txt
R2022_S042,R2022,2022,42,Rollatorer är det vanligaste hjälpmedlet,Rollatorer är det vanligaste hjälpmedlet,toc,ovrigt,122,124,794,data/corpus_2026/texts/sections/2022/R2022_S042_rollatorer-ar-det-vanligaste-hjalpmedlet.txt
R2022_S043,R2022,2022,43,Antal bekräftat smittade,Antal bekräftat smittade | Antal inskrivna i slutenvård,toc,ovrigt,125,138,3937,data/corpus_2026/texts/sections/2022/R2022_S043_antal-bekraftat-smittade.txt
R2023_S001,R2023,2023,1,Demografi,Aktuell utveckling | Äldreomsorg för nationella minoriteter | Äldres ekonomiska situation är i allmänhet god | Äldres förutsättningar kan påverka deras vård och omsorg | Andelen utrikes födda pensionärer förväntas att öka | Avgifter inom äldreomsorgen | Demografi | Jämlik vård och omsorg | Konsekvenser av covid-19-pandemin | Kostnader för kommunernas vård och omsorg av äldre | Nationellt kompetenscentrum för äldreomsorg | Personal inom vård och omsorg för äldre – utmaningar och möjligheter | Resurser för vård och omsorg | Så tycker de anhöriga om äldreomsorgen | Säker vård och omsorg | Sammanfattande iakttagelser | Sveriges första nationella anhörigstrategi,xlsx_heading_search,demografi_och_aktuell_utveckling,7,7,196,data/corpus_2026/texts/sections/2023/R2023_S001_demografi.txt
R2023_S002,R2023,2023,2,Palliativ vård,"Äldres psykiska ohälsa | Allt fler äldre får vård och stöd för alkoholproblem | Den nationella handlingsplanen för ökad patientsäkerhet | E-hälsa och välfärdsteknik i äldreomsorgen | Integrerad vård och omsorg i de nordiska länderna | Kommunal hälso- och sjukvård | Kommunal hälso- och sjukvård i olika verksamheter och boendeformer | Kunskapsbaserad vård och omsorg | Munhälsa hos äldre | Nationella riktlinjer – ett stöd i arbetet | Nationella riktlinjer för tandvård | Ofrivillig ensamhet bland äldre personer | Öka kunskap om inträffade vårdskador | Öka riskmedvetenhet och beredskap | Omställningen till en god och nära vård | Palliativ vård | Positiv munhälsoutveckling över tid | Säker vård här och nu | Socialtjänstinsatser för äldre personer | Stärka analys, lärande och utveckling | Suicid bland äldre | Tillförlitliga och säkra system och processer | Tillgänglig vård och omsorg | WHO föreslår en tydlig nationell policyutveckling för en bättre munhälsa",xlsx_heading_search,kommunal_halso_och_sjukvard,8,8,184,data/corpus_2026/texts/sections/2023/R2023_S002_palliativ-vard.txt
R2023_S003,R2023,2023,3,Många är nöjda med omsorgen trots väntetider och brister i kontinuitet,Många är nöjda med omsorgen trots väntetider och brister i kontinuitet | Sammanfattning,toc,brukarperspektiv_och_kvalitet,9,9,284,data/corpus_2026/texts/sections/2023/R2023_S003_manga-ar-nojda-med-omsorgen-trots-vantetider-och-b.txt
R2023_S004,R2023,2023,4,Stora skillnader mellan kommunernas avgifter för äldreomsorgen,Stora skillnader mellan kommunernas avgifter för äldreomsorgen,toc,personal_kompetens_och_resurser,10,10,366,data/corpus_2026/texts/sections/2023/R2023_S004_stora-skillnader-mellan-kommunernas-avgifter-for-a.txt
R2023_S005,R2023,2023,5,Andel utrikes födda äldre ökar,Andel utrikes födda äldre ökar | Färre flyttar in på särskilt boende för äldre | procent) följt av hemtjänst för personer i ordinärt boende (drygt 42 procent). 77 % Nöjda med sitt äldreboende Nöjda med hemtjänsten 86 %,toc,jamlikhet_och_minoritetsperspektiv,11,11,325,data/corpus_2026/texts/sections/2023/R2023_S005_andel-utrikes-fodda-aldre-okar.txt
R2023_S006,R2023,2023,6,Fler tänder att sköta om hos sköra äldre,Fler tänder att sköta om hos sköra äldre,toc,munhalsa_och_tandvard,12,12,459,data/corpus_2026/texts/sections/2023/R2023_S006_fler-tander-att-skota-om-hos-skora-aldre.txt
R2023_S007,R2023,2023,7,Viktigt att följa utvecklingen för en säker vård och omsorg,ge sådant stöd. Vidare framgår det att tandvården behöver samverka mer med bland annat hälso- och sjukvården och den kommunala omsorgen för att främja en god munhälsa i befolkningen. | Viktigt att följa utvecklingen för en säker vård och omsorg,toc,ovrigt,13,13,194,data/corpus_2026/texts/sections/2023/R2023_S007_viktigt-att-folja-utvecklingen-for-en-saker-vard-o.txt
R2023_S008,R2023,2023,8,Ofrivillig ensamhet bland äldre kan brytas,eller fler läkemedel var 2021 48 procent högre än 2005 (43 procent högre bland kvinnor och 63 procent högre bland män). En märkbar ökning med | Ofrivillig ensamhet bland äldre kan brytas,toc,psykisk_halsa_ensamhet_alkohol,14,14,320,data/corpus_2026/texts/sections/2023/R2023_S008_ofrivillig-ensamhet-bland-aldre-kan-brytas.txt
R2023_S009,R2023,2023,9,Ökad digitalisering är viktig för att klara framtidens äldreomsorg,"der sig till chefer, verksamhetsutvecklare och övrig personal som arbetar med ledning och styrning inom äldreomsorgen samt kommunens och regionens primärvård. | Ökad digitalisering är viktig för att klara framtidens äldreomsorg",toc,digitalisering_och_valfardsteknik,15,15,202,data/corpus_2026/texts/sections/2023/R2023_S009_okad-digitalisering-ar-viktig-for-att-klara-framti.txt
R2023_S010,R2023,2023,10,Inledning,Agenda 2030 | God vård och omsorg | Inledning | Rapportens upplägg,toc,ovrigt,16,16,357,data/corpus_2026/texts/sections/2023/R2023_S010_inledning.txt
R2023_S011,R2023,2023,11,Datakällor,Datakällor | verksamhet samt deras arbete i hållbarhetsfrågor en central roll.,toc,metod_indikatorer_och_datakallor,17,17,221,data/corpus_2026/texts/sections/2023/R2023_S011_datakallor.txt
R2023_S012,R2023,2023,12,Demografi,Aktuell utveckling | Demografi | Sammanfattande iakttagelser,toc,demografi_och_aktuell_utveckling,18,20,1434,data/corpus_2026/texts/sections/2023/R2023_S012_demografi.txt
R2023_S013,R2023,2023,13,Konsekvenser av covid-19-pandemin,Konsekvenser av covid-19-pandemin,toc,ovrigt,21,28,2790,data/corpus_2026/texts/sections/2023/R2023_S013_konsekvenser-av-covid-19-pandemin.txt
R2023_S014,R2023,2023,14,Sveriges första nationella anhörigstrategi,Sveriges första nationella anhörigstrategi,toc,ovrigt,29,29,277,data/corpus_2026/texts/sections/2023/R2023_S014_sveriges-forsta-nationella-anhorigstrategi.txt
R2023_S015,R2023,2023,15,Så tycker de anhöriga om äldreomsorgen,Så tycker de anhöriga om äldreomsorgen,toc,ovrigt,30,32,1043,data/corpus_2026/texts/sections/2023/R2023_S015_sa-tycker-de-anhoriga-om-aldreomsorgen.txt
R2023_S016,R2023,2023,16,Nationellt kompetenscentrum för äldreomsorg,Nationellt kompetenscentrum för äldreomsorg,toc,personal_kompetens_och_resurser,33,34,496,data/corpus_2026/texts/sections/2023/R2023_S016_nationellt-kompetenscentrum-for-aldreomsorg.txt
R2023_S017,R2023,2023,17,Jämlik vård och omsorg,Jämlik vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,35,35,412,data/corpus_2026/texts/sections/2023/R2023_S017_jamlik-vard-och-omsorg.txt
R2023_S018,R2023,2023,18,Äldres ekonomiska situation är i allmänhet god,Äldres ekonomiska situation är i allmänhet god,toc,jamlikhet_och_minoritetsperspektiv,36,36,449,data/corpus_2026/texts/sections/2023/R2023_S018_aldres-ekonomiska-situation-ar-i-allmanhet-god.txt
R2023_S019,R2023,2023,19,Avgifter inom äldreomsorgen,Avgifter inom äldreomsorgen,toc,personal_kompetens_och_resurser,37,39,1333,data/corpus_2026/texts/sections/2023/R2023_S019_avgifter-inom-aldreomsorgen.txt
R2023_S020,R2023,2023,20,Andelen utrikes födda pensionärer förväntas att öka,Andelen utrikes födda pensionärer förväntas att öka,toc,jamlikhet_och_minoritetsperspektiv,40,47,2891,data/corpus_2026/texts/sections/2023/R2023_S020_andelen-utrikes-fodda-pensionarer-forvantas-att-ok.txt
R2023_S021,R2023,2023,21,Äldres förutsättningar kan påverka deras vård och omsorg,Äldres förutsättningar kan påverka deras vård och omsorg,toc,ovrigt,48,48,334,data/corpus_2026/texts/sections/2023/R2023_S021_aldres-forutsattningar-kan-paverka-deras-vard-och.txt
R2023_S022,R2023,2023,22,Äldreomsorg för nationella minoriteter,Äldreomsorg för nationella minoriteter,toc,jamlikhet_och_minoritetsperspektiv,49,49,349,data/corpus_2026/texts/sections/2023/R2023_S022_aldreomsorg-for-nationella-minoriteter.txt
R2023_S023,R2023,2023,23,Sammanfattande iakttagelser,Kostnader för kommunernas vård och omsorg av äldre | Resurser för vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,50,55,2322,data/corpus_2026/texts/sections/2023/R2023_S023_sammanfattande-iakttagelser.txt
R2023_S024,R2023,2023,24,"boende, och 2022 var det 42 procent av kommunerna som erbjöd detta stöd jämfört med 37 procent 2021. Inom särskilda boendeformer för äldre har digitala lås ökat mest, från","boende, och 2022 var det 42 procent av kommunerna som erbjöd detta stöd jämfört med 37 procent 2021. Inom särskilda boendeformer för äldre har digitala lås ökat mest, från",toc,digitalisering_och_valfardsteknik,56,56,327,data/corpus_2026/texts/sections/2023/R2023_S024_boende-och-2022-var-det-42-procent-av-kommunerna-s.txt
R2023_S025,R2023,2023,25,Personal inom vård och omsorg för äldre – utmaningar och möjligheter,Personal inom vård och omsorg för äldre – utmaningar och möjligheter,toc,jamlikhet_och_minoritetsperspektiv,57,58,884,data/corpus_2026/texts/sections/2023/R2023_S025_personal-inom-vard-och-omsorg-for-aldre-utmaningar.txt
R2023_S026,R2023,2023,26,"Kommunernas kostnader för vård och omsorg för äldre uppgick 2021 till 138,8 miljarder kronor, vilket är en minskning med 0,3 procent jämfört med året innan. Särskilt boende för äldre stod för den största andelen (knappt","Kommunernas kostnader för vård och omsorg för äldre uppgick 2021 till 138,8 miljarder kronor, vilket är en minskning med 0,3 procent jämfört med året innan. Särskilt boende för äldre stod för den största andelen (knappt",toc,omsorgsinsatser_och_boende,59,62,1588,data/corpus_2026/texts/sections/2023/R2023_S026_kommunernas-kostnader-for-vard-och-omsorg-for-aldr.txt
R2023_S027,R2023,2023,27,Sammanfattande iakttagelser,Kommunal hälso- och sjukvård | Kommunal hälso- och sjukvård i olika verksamheter och boendeformer | Omställningen till en god och nära vård | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,63,65,1054,data/corpus_2026/texts/sections/2023/R2023_S027_sammanfattande-iakttagelser.txt
R2023_S028,R2023,2023,28,Palliativ vård,Palliativ vård,toc,kommunal_halso_och_sjukvard,66,68,996,data/corpus_2026/texts/sections/2023/R2023_S028_palliativ-vard.txt
R2023_S029,R2023,2023,29,Munhälsa hos äldre,Munhälsa hos äldre | Positiv munhälsoutveckling över tid | Sammanfattande iakttagelser,toc,munhalsa_och_tandvard,69,70,608,data/corpus_2026/texts/sections/2023/R2023_S029_munhalsa-hos-aldre.txt
R2023_S030,R2023,2023,30,Integrerad vård och omsorg i de nordiska länderna,Integrerad vård och omsorg i de nordiska länderna,toc,ovrigt,71,71,377,data/corpus_2026/texts/sections/2023/R2023_S030_integrerad-vard-och-omsorg-i-de-nordiska-landerna.txt
R2023_S031,R2023,2023,31,Nationella riktlinjer för tandvård,Nationella riktlinjer för tandvård | WHO föreslår en tydlig nationell policyutveckling för en bättre munhälsa,toc,munhalsa_och_tandvard,72,73,667,data/corpus_2026/texts/sections/2023/R2023_S031_nationella-riktlinjer-for-tandvard.txt
R2023_S032,R2023,2023,32,Sammanfattande iakttagelser,Kunskapsbaserad vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,74,74,397,data/corpus_2026/texts/sections/2023/R2023_S032_sammanfattande-iakttagelser.txt
R2023_S033,R2023,2023,33,Äldres psykiska ohälsa,Äldres psykiska ohälsa | Nationella riktlinjer ‒ ett stöd i arbetet,toc,psykisk_halsa_ensamhet_alkohol,75,77,867,data/corpus_2026/texts/sections/2023/R2023_S033_aldres-psykiska-ohalsa.txt
R2023_S034,R2023,2023,34,Suicid bland äldre,Ofrivillig ensamhet bland äldre personer | Suicid bland äldre,toc,psykisk_halsa_ensamhet_alkohol,78,81,1629,data/corpus_2026/texts/sections/2023/R2023_S034_suicid-bland-aldre.txt
R2023_S035,R2023,2023,35,Allt fler äldre får vård och stöd för alkoholproblem,Allt fler äldre får vård och stöd för alkoholproblem,toc,psykisk_halsa_ensamhet_alkohol,82,86,1608,data/corpus_2026/texts/sections/2023/R2023_S035_allt-fler-aldre-far-vard-och-stod-for-alkoholprobl.txt
R2023_S036,R2023,2023,36,Säker vård och omsorg,Säker vård och omsorg | Sammanfattande iakttagelser,toc,ovrigt,87,87,416,data/corpus_2026/texts/sections/2023/R2023_S036_saker-vard-och-omsorg.txt
R2023_S037,R2023,2023,37,Den nationella handlingsplanen för ökad patientsäkerhet,Den nationella handlingsplanen för ökad patientsäkerhet,toc,lakemedel_och_patientsakerhet,88,88,424,data/corpus_2026/texts/sections/2023/R2023_S037_den-nationella-handlingsplanen-for-okad-patientsak.txt
R2023_S038,R2023,2023,38,Öka kunskap om inträffade vårdskador,Öka kunskap om inträffade vårdskador,toc,lakemedel_och_patientsakerhet,89,95,2912,data/corpus_2026/texts/sections/2023/R2023_S038_oka-kunskap-om-intraffade-vardskador.txt
R2023_S039,R2023,2023,39,Tillförlitliga och säkra system och processer,Tillförlitliga och säkra system och processer,toc,ovrigt,96,98,1037,data/corpus_2026/texts/sections/2023/R2023_S039_tillforlitliga-och-sakra-system-och-processer.txt
R2023_S040,R2023,2023,40,Säker vård här och nu,Säker vård här och nu,toc,ovrigt,99,99,353,data/corpus_2026/texts/sections/2023/R2023_S040_saker-vard-har-och-nu.txt
R2023_S041,R2023,2023,41,"Stärka analys, lärande och utveckling","Stärka analys, lärande och utveckling",toc,ovrigt,100,104,1963,data/corpus_2026/texts/sections/2023/R2023_S041_starka-analys-larande-och-utveckling.txt
R2023_S042,R2023,2023,42,Öka riskmedvetenhet och beredskap,Öka riskmedvetenhet och beredskap,toc,ovrigt,105,107,837,data/corpus_2026/texts/sections/2023/R2023_S042_oka-riskmedvetenhet-och-beredskap.txt
R2023_S043,R2023,2023,43,Sammanfattande iakttagelser,Sammanfattande iakttagelser | Tillgänglig vård och omsorg,toc,jamlikhet_och_minoritetsperspektiv,108,108,475,data/corpus_2026/texts/sections/2023/R2023_S043_sammanfattande-iakttagelser.txt
R2023_S044,R2023,2023,44,Socialtjänstinsatser för äldre personer,Socialtjänstinsatser för äldre personer,toc,omsorgsinsatser_och_boende,109,114,2660,data/corpus_2026/texts/sections/2023/R2023_S044_socialtjanstinsatser-for-aldre-personer.txt
R2023_S045,R2023,2023,45,E-hälsa och välfärdsteknik i äldreomsorgen,E-hälsa och välfärdsteknik i äldreomsorgen,toc,digitalisering_och_valfardsteknik,115,136,6778,data/corpus_2026/texts/sections/2023/R2023_S045_e-halsa-och-valfardsteknik-i-aldreomsorgen.txt
R2024_S001,R2024,2024,1,Avlösning av anhörig,Avlösning av anhörig,toc,ovrigt,2,3,156,data/corpus_2026/texts/sections/2024/R2024_S001_avlosning-av-anhorig.txt
R2024_S002,R2024,2024,2,Ledsagning,Ledsagning,toc,ovrigt,4,4,190,data/corpus_2026/texts/sections/2024/R2024_S002_ledsagning.txt
R2024_S003,R2024,2024,3,Palliativ vård,"Äldre fortsätter vänta länge på landets akutmottagningar | Äldreomsorgens digitala utveckling | Differentierade arbetsuppgifter i äldreomsorgen | Förebyggande åtgärder behöver pågå under hela sjukdomsförloppet | Från trygghetslarm till andra socialtjänstinsatser | Kommunal hälso- och sjukvård | Kommunal hälso- och sjukvård i olika verksamheter och boendeformer | Kostnader för kommunernas vård och omsorg för äldre | Öka kunskap om inträffade vårdskador | Palliativ vård | Personal inom vård och omsorg för äldre | Resurser för vård och omsorg | Säker vård och omsorg | Sammanfattande iakttagelser | Socialtjänstinsatser för äldre personer | Tillförlitliga och säkra system och processer | Tillgänglig tandvård | Tillgänglig vård, tandvård och omsorg | Vård och omsorg för äldre",xlsx_heading_search,kommunal_halso_och_sjukvard,5,5,139,data/corpus_2026/texts/sections/2024/R2024_S003_palliativ-vard.txt
R2024_S004,R2024,2024,4,Majoritet av personer med trygghetslarm får ytterligare socialtjänstinsatser,Majoritet av personer med trygghetslarm får ytterligare socialtjänstinsatser | Sammanfattning,toc,omsorgsinsatser_och_boende,6,6,207,data/corpus_2026/texts/sections/2024/R2024_S004_majoritet-av-personer-med-trygghetslarm-far-ytterl.txt
R2024_S005,R2024,2024,5,hade fått hemtjänst.,hade fått hemtjänst. | Med rätt kompetens på rätt plats stärks äldreomsorgen,toc,omsorgsinsatser_och_boende,7,7,306,data/corpus_2026/texts/sections/2024/R2024_S005_hade-fatt-hemtjanst.txt
R2024_S006,R2024,2024,6,Positiv trend i läkemedelsbehandling,Positiv trend i läkemedelsbehandling,toc,lakemedel_och_patientsakerhet,8,8,394,data/corpus_2026/texts/sections/2024/R2024_S006_positiv-trend-i-lakemedelsbehandling.txt
R2024_S007,R2024,2024,7,Närvaro och samverkan mellan olika aktörer viktigt för en god munhälsa,Närvaro och samverkan mellan olika aktörer viktigt för en god munhälsa | ökade med 11 procentenheter 2015–2023 bland personer 75 år och äldre med hemtjänst. Ökningen var 14 procentenheter bland personer på säbo. Variationen är stor mellan regionerna.,toc,sammanhallen_vard_och_samverkan,9,9,365,data/corpus_2026/texts/sections/2024/R2024_S007_narvaro-och-samverkan-mellan-olika-aktorer-viktigt.txt
R2024_S008,R2024,2024,8,Stora skillnader i vilken typ av välfärdsteknik som erbjuds,"personer 80 år och äldre. 1 Bland annat lunginflammation, hjärt- och kärlsjukdom och diabetes. 2 Icke intakta tänder. | Stora skillnader i vilken typ av välfärdsteknik som erbjuds",toc,digitalisering_och_valfardsteknik,10,10,340,data/corpus_2026/texts/sections/2024/R2024_S008_stora-skillnader-i-vilken-typ-av-valfardsteknik-so.txt
R2024_S009,R2024,2024,9,Inledning,Agenda 2030 | God vård och omsorg | Inledning | Rapportens upplägg,toc,ovrigt,11,11,309,data/corpus_2026/texts/sections/2024/R2024_S009_inledning.txt
R2024_S010,R2024,2024,10,Datakällor,Datakällor,toc,metod_indikatorer_och_datakallor,12,12,237,data/corpus_2026/texts/sections/2024/R2024_S010_datakallor.txt
R2024_S011,R2024,2024,11,Jämlik vård och omsorg,Från trygghetslarm till andra socialtjänstinsatser | Jämlik vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,13,13,340,data/corpus_2026/texts/sections/2024/R2024_S011_jamlik-vard-och-omsorg.txt
R2024_S012,R2024,2024,12,Matdistribution,Matdistribution,toc,brukarperspektiv_och_kvalitet,14,14,346,data/corpus_2026/texts/sections/2024/R2024_S012_matdistribution.txt
R2024_S013,R2024,2024,13,av socialtjänstens vanligaste insatser för äldre. Den vanligaste hemtjänstinsatsen för alla var personlig omvårdnad. Tiden från beviljat trygghetslarm till beviljad hemtjänst i ordinärt boende var i genomsnitt,av socialtjänstens vanligaste insatser för äldre. Den vanligaste hemtjänstinsatsen för alla var personlig omvårdnad. Tiden från beviljat trygghetslarm till beviljad hemtjänst i ordinärt boende var i genomsnitt | Vilka behov som uppstod för män i samma åldersgrupp visas i figur 5 och 7. För övriga grupper presenteras inte data.,toc,omsorgsinsatser_och_boende,15,15,126,data/corpus_2026/texts/sections/2024/R2024_S013_av-socialtjanstens-vanligaste-insatser-for-aldre-d.txt
R2024_S014,R2024,2024,14,"demenssjukdom (n=2 600 personer). Källa: Registret över insatser till äldre och personer med funktionsnedsättning, Socialstyrelsen.","demenssjukdom (n=2 600 personer). Källa: Registret över insatser till äldre och personer med funktionsnedsättning, Socialstyrelsen.",toc,ovrigt,16,17,439,data/corpus_2026/texts/sections/2024/R2024_S014_demenssjukdom-n-2-600-personer-kalla-registret-ove.txt
R2024_S015,R2024,2024,15,Vård och omsorg för äldre hbtqi-personer,för äldre.) I bilaga 1 finns en metodbeskrivning. | Förbättrad vårdkvalitet och jämlikhet genom att motverka rasism och främja respekt inom hälso- och sjukvården | Vård och omsorg för äldre hbtqi-personer,toc | xlsx_heading_search,jamlikhet_och_minoritetsperspektiv,18,18,346,data/corpus_2026/texts/sections/2024/R2024_S015_vard-och-omsorg-for-aldre-hbtqi-personer.txt
R2024_S016,R2024,2024,16,Nationella minoriteters situation inom äldreomsorgen,Nationella minoriteters situation inom äldreomsorgen,toc,jamlikhet_och_minoritetsperspektiv,19,21,934,data/corpus_2026/texts/sections/2024/R2024_S016_nationella-minoriteters-situation-inom-aldreomsorg.txt
R2024_S017,R2024,2024,17,Sammanfattande iakttagelser,Kunskapsbaserad vård och omsorg | Sammanfattande iakttagelser,toc,jamlikhet_och_minoritetsperspektiv,22,22,353,data/corpus_2026/texts/sections/2024/R2024_S017_sammanfattande-iakttagelser.txt
R2024_S018,R2024,2024,18,Framgång med att bekämpa ensamhet bland äldre och förbättra vård för personer med demenssjukdom,Framgång med att bekämpa ensamhet bland äldre och förbättra vård för personer med demenssjukdom,toc,psykisk_halsa_ensamhet_alkohol,23,23,310,data/corpus_2026/texts/sections/2024/R2024_S018_framgang-med-att-bekampa-ensamhet-bland-aldre-och.txt
R2024_S019,R2024,2024,19,Äldre personers psykiska ohälsa,Äldre personers psykiska ohälsa,toc,psykisk_halsa_ensamhet_alkohol,24,26,974,data/corpus_2026/texts/sections/2024/R2024_S019_aldre-personers-psykiska-ohalsa.txt
R2024_S020,R2024,2024,20,Fortsatt ökande alkoholkonsumtion bland äldre,Fortsatt ökande alkoholkonsumtion bland äldre,toc,psykisk_halsa_ensamhet_alkohol,27,32,1383,data/corpus_2026/texts/sections/2024/R2024_S020_fortsatt-okande-alkoholkonsumtion-bland-aldre.txt
R2024_S021,R2024,2024,21,Sammanfattande iakttagelser,Basundersökningens betydelse för tandvård hos äldre | En ökning av friska tänder bland äldre | Munhälsa och tandvård hos äldre | Sammanfattande iakttagelser,toc | xlsx_heading_search,jamlikhet_och_minoritetsperspektiv,33,35,849,data/corpus_2026/texts/sections/2024/R2024_S021_sammanfattande-iakttagelser.txt
R2024_S022,R2024,2024,22,Basundersökningens betydelse för tandvård hos äldre,Basundersökningens betydelse för tandvård hos äldre,toc,munhalsa_och_tandvard,36,41,1504,data/corpus_2026/texts/sections/2024/R2024_S022_basundersokningens-betydelse-for-tandvard-hos-aldr.txt
R2024_S023,R2024,2024,23,Sammanfattande iakttagelser,"äldre har digitalt stöd för fysisk träning eller aktivering ökat mest, från | Kommunal hälso- och sjukvård | Sammanfattande iakttagelser",toc,jamlikhet_och_minoritetsperspektiv,42,42,352,data/corpus_2026/texts/sections/2024/R2024_S023_sammanfattande-iakttagelser.txt
R2024_S024,R2024,2024,24,Omställningen till en god och nära vård,Kommunal hälso- och sjukvård i olika verksamheter och boendeformer | Omställningen till en god och nära vård,toc,ovrigt,43,47,1383,data/corpus_2026/texts/sections/2024/R2024_S024_omstallningen-till-en-god-och-nara-vard.txt
R2024_S025,R2024,2024,25,Förebyggande åtgärder behöver pågå under hela sjukdomsförloppet,Förebyggande åtgärder behöver pågå under hela sjukdomsförloppet,toc,ovrigt,48,49,775,data/corpus_2026/texts/sections/2024/R2024_S025_forebyggande-atgarder-behover-paga-under-hela-sjuk.txt
R2024_S026,R2024,2024,26,Palliativ vård,Palliativ vård,toc,kommunal_halso_och_sjukvard,50,52,910,data/corpus_2026/texts/sections/2024/R2024_S026_palliativ-vard.txt
R2024_S027,R2024,2024,27,Säker vård och omsorg,Säker vård och omsorg | Sammanfattande iakttagelser,toc,ovrigt,53,53,368,data/corpus_2026/texts/sections/2024/R2024_S027_saker-vard-och-omsorg.txt
R2024_S028,R2024,2024,28,Öka kunskap om inträffade vårdskador,Öka kunskap om inträffade vårdskador,toc,lakemedel_och_patientsakerhet,54,57,1216,data/corpus_2026/texts/sections/2024/R2024_S028_oka-kunskap-om-intraffade-vardskador.txt
R2024_S029,R2024,2024,29,17 Hemtjänstinsats Andel (%) Service,17 Hemtjänstinsats Andel (%) Service,toc,omsorgsinsatser_och_boende,58,60,924,data/corpus_2026/texts/sections/2024/R2024_S029_17-hemtjanstinsats-andel-service.txt
R2024_S030,R2024,2024,30,Tillförlitliga och säkra system och processer,Tillförlitliga och säkra system och processer,toc,ovrigt,61,70,2431,data/corpus_2026/texts/sections/2024/R2024_S030_tillforlitliga-och-sakra-system-och-processer.txt
R2024_S031,R2024,2024,31,Sammanfattande iakttagelser,"Sammanfattande iakttagelser | Tillgänglig vård, tandvård och omsorg",toc,jamlikhet_och_minoritetsperspektiv,71,71,400,data/corpus_2026/texts/sections/2024/R2024_S031_sammanfattande-iakttagelser.txt
R2024_S032,R2024,2024,32,Äldre fortsätter vänta länge på landets akutmottagningar,Äldre fortsätter vänta länge på landets akutmottagningar,toc,kommunal_halso_och_sjukvard,72,72,400,data/corpus_2026/texts/sections/2024/R2024_S032_aldre-fortsatter-vanta-lange-pa-landets-akutmottag.txt
R2024_S033,R2024,2024,33,Tillgänglig tandvård,Tillgänglig tandvård,toc,munhalsa_och_tandvard,73,73,368,data/corpus_2026/texts/sections/2024/R2024_S033_tillganglig-tandvard.txt
